0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,29,39,51,78,106,131,157,196,242,381,517,585,692,823,897,985,1058,1231,1492,1611,1762,1949,2166,2325,2700,2943,3213,3559,3730,3949,4071,4338,4562,4703,4879,5070,5307,5583,5822,6016,6016,6410,6528,6737,6899,7073,7279,7595,7872,8096,8421,8674,9029,9365,9648,9868,10141,10439,10675,11074,11345,11641,11737,12047,12331,13002,13235,13618,14056,14416,14919,15575,15955,16448,16944,17271,17862,18540,18675,18760,18981,19295,19950,20407,20830,21326,21891,22739,23599,24486,25494,26145,26780,27163,28041,28830,29377,29846,30277,30919,31871,32998,33969,34867,35223,36949,37816,38729,39874,41619,42608,43695,44615,45519,46685,48885,50216,51651,53288,55236,56940,58751,60758,62756,64893,66668,68541,70006,71455,73839,75628,77752,78914,80728,81976,83381,85351,87305,88923,91016,92232,93270,94219,96152,97857,99723,1.0088e+05,1.0256e+05,1.0339e+05,1.0433e+05,1.051e+05,1.0585e+05,1.0712e+05,1.0796e+05,1.0853e+05,1.0988e+05,1.1099e+05,1.1196e+05,1.1314e+05,1.1403e+05,1.1456e+05,1.162e+05,1.1673e+05,1.1874e+05,1.205e+05,1.2165e+05,1.2335e+05,1.2469e+05,1.2551e+05,1.2706e+05,1.2768e+05,1.2873e+05,1.2983e+05,1.3124e+05,1.3175e+05,1.3239e+05,1.3302e+05,1.3382e+05,1.3497e+05,1.361e+05,1.3704e+05,1.3813e+05,1.3883e+05,1.3953e+05,1.4041e+05,1.4107e+05,1.4218e+05,1.4347e+05,1.4425e+05,1.4506e+05,1.4587e+05,1.4644e+05,1.4747e+05,1.4992e+05,1.5085e+05,1.5158e+05,1.5224e+05,1.528e+05,1.5395e+05,1.5499e+05,1.5594e+05,1.5762e+05,1.5841e+05,1.5894e+05,1.597e+05,1.6063e+05,1.6118e+05,1.6266e+05,1.6371e+05,1.6452e+05,1.6524e+05,1.6634e+05,1.6712e+05,1.683e+05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,8,11,13,18,30,34,41,56,58,85,102,114,119,132,143,156,170,184,189,212,225,234,245,256,271,276,284,292,299,308,313,318,320,328,334,336,338,338,339,344,350,354,354,363,364,367,369,370,371,373,376,377,378,378,382,382,382,387,387,387,387,399,400,400,402,406,406,407,409,410,423,428,432,458,465,485,503,511,522,534,542,561,571,591,608,623,652,659,662,674,694,706,719,739,750,756,758,787,811,831,848,877,898,934,972,1011,1057,1103,1130,1158,1175,1217,1263,1318,1378,1466,1526,1565,1615,1675,1715,1777,1846,1921,2013,2099,2156,2211,2298,2483,2581,2688,2756,2837,2945,3091,3234,3295,3347,3400,3435,3487,3562,3659,3721,3766,3825,3908,4018,4099,4202,4251,4312,4378,4460,4524,4611,4675,4744,4777,4829,4907,5023,5111,5155,5192,5226,5291,5393,5513,5605,5688,5721,5756,5819,5939,6030,6133,6193,6267,6308,6356,6461,6567,6651,6743,6813,6857,6925,7053,7174,7287,7400,7516,7641,7743,7867,7990,8134,8322,8530,8669,8794,8919,9095,9343,9593,9783,9934,10076,10229
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,6,9,9,9,12,12,18,20,27,45,67,103,151,233,324,398,504,661,769,914,1151,1280,1401,1583,1756,2005,2256,2447,2562,2712,3003,3096,3378,3522,3685,3789,3944,4213,4483,4695,4904,5037,5224,5431,5730,6003,6233,6475,6663,6888,7137,7570,7880,8275,8542,8809,9190,9573,9797,10367,10784,10928,11184,11529,11933,12389,12859,13303,13582,13765,14133,14447,14840,15116,15449,15707,15905,16067,16480,16941,17536,18276,18831,18992,19975,20836,21243,22624,23601,24758,25421,25918,27413,28679,30077,31516,32562,33440,35718,37470,39808,42832,45724,47987,49995,53438,55059,57917,61135,64444,68127,68650,73003,77607,80762,85034,87505,90757,94010,97495,1.0084e+05,1.0477e+05,1.089e+05,1.1179e+05,1.1417e+05,1.1544e+05,1.1947e+05,1.225e+05,1.2566e+05,1.2949e+05,1.3218e+05,1.3432e+05,1.3581e+05,1.3901e+05,1.409e+05,1.4315e+05,1.4637e+05,1.499e+05,1.5173e+05,1.5339e+05,1.5537e+05,1.5762e+05,1.6004e+05,1.6313e+05,1.6592e+05,1.6733e+05,1.6829e+05,1.6929e+05,1.7089e+05,1.7229e+05,1.7361e+05,1.746e+05,1.7541e+05,1.7591e+05,1.771e+05,1.778e+05,1.7909e+05,1.7996e+05,1.808e+05,1.8168e+05,1.8212e+05,1.8301e+05,1.8363e+05,1.8432e+05,1.8489e+05,1.8585e+05,1.8606e+05,1.8634e+05,1.8719e+05,1.8736e+05,1.88e+05,1.8849e+05,1.8907e+05,1.8943e+05,1.8961e+05,1.9009e+05,1.906e+05,1.9168e+05,1.9238e+05,1.9321e+05,1.9344e+05,1.9363e+05,1.9371e+05,1.942e+05,1.9465e+05,1.9515e+05,1.9575e+05,1.9611e+05,1.9631e+05,1.9678e+05,1.9747e+05,1.9919e+05,2.0044e+05,2.0102e+05,2.0147e+05,2.0167e+05,2.0225e+05,2.0268e+05,2.0322e+05,2.037e+05,2.0415e+05,2.0454e+05,2.048e+05,2.0546e+05,2.0578e+05,2.0645e+05,2.0697e+05,2.0758e+05,2.0794e+05,2.0826e+05,2.0906e+05,2.0966e+05,2.1051e+05,2.1114e+05,2.1199e+05,2.1255e+05,2.13e+05,2.1365e+05,2.1455e+05,2.1566e+05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,3,3,3,4,62,100,122,165,192,219,280,335,381,409,426,473,523,584,643,704,743,836,874,945,999,1118,1170,1227,1279,1409,1497,1568,1619,1693,1742,1779,1971,1988,2274,2596,2807,2908,2998,3066,3124,3190,3278,3334,3368,3432,3485,3519,3604,3696,3740,3740,4005,4036,4157,4229,4357,4454,4565,4736,4785,4893,4965,5385,5536,5681,5826,5930,6078,6169,6424,6649,6876,7112,7281,7639,7884,8233,8449,8879,9191,9500,9832,10117,10555,11272,11806,12198,12609,12882,13282,13588,14270,14739,15145,15648,16230,16900,17583,18229,18776,19236,19666,20161,20553,21417,21954,22529,23107,23508,23762,24463,25253,25981,27036,27535,28101,28949,29424,30213,30857,31624,32316,33011,33728,34318,35317,36305,37030,37663,38480,39206,39986,40768,41507,42161,42788,43567,44338,45241,45973,46977,47746,48317,48961,49342,50019,50682,51306,50907,51577,51989,52394,53119,53665,54548,55092,55465,55783,56261,56905,57612,58447,59238,59713,60062,60331,60945,61912,63002,63513,64188,64538,64830,65215,65612,66718,68509,69017,69425,70291,71006,71992,72860,73932,74491,75131,75747,76723,77802,78696,79503,79988,80793,81497,82438,83561,84515,85258,85745,86159,86800,87597,88857,90021,90927,91540,92194,92873,93947,95221
0,0,0,0,2,2,2,2,2,3,3,3,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,10,10,10,10,10,10,11,11,12,12,21,25,35,51,59,81,95,101,144,178,221,281,372,373,557,700,831,1009,1243,1412,1649,2110,2539,3009,3907,4676,5107,5860,7151,8227,9403,10782,12008,12828,15025,16013,17340,18884,19695,21066,21702,22785,23919,25374,26671,27662,29142,30496,31415,33670,35464,37336,39545,41339,42352,43543,44956,46148,48730,50112,52007,53328,54884,55865,58437,60597,62129,63780,66552,67580,69308,70957,72775,74846,76668,78700,80141,81492,83736,85990,88028,90253,92536,94041,96442,99464,1.0104e+05,1.0379e+05,1.0661e+05,1.0987e+05,1.1192e+05,1.147e+05,1.1719e+05,1.1934e+05,1.2216e+05,1.2575e+05,1.2857e+05,1.3063e+05,1.3378e+05,1.3665e+05,1.3968e+05,1.4341e+05,1.4663e+05,1.5e+05,1.5231e+05,1.5569e+05,1.5892e+05,1.6276e+05,1.6709e+05,1.7082e+05,1.752e+05,1.7862e+05,1.8472e+05,1.9143e+05,1.9598e+05,2.0106e+05,2.0679e+05,2.1063e+05,2.1542e+05,2.2358e+05,2.3135e+05,2.3859e+05,2.4645e+05,2.5041e+05,2.5279e+05,2.6458e+05,2.7091e+05,2.8387e+05,2.9241e+05,3.0232e+05,3.1072e+05,3.1858e+05,3.2435e+05,3.3316e+05,3.4599e+05,3.5466e+05,3.6447e+05,3.7301e+05,3.8049e+05,3.8665e+05,3.9758e+05,4.09e+05,4.2098e+05,4.3045e+05,4.3985e+05,4.461e+05,4.5192e+05,4.5774e+05,4.7037e+05,4.8447e+05,4.9249e+05,5.0009e+05,5.0614e+05,5.1169e+05,5.1635e+05,5.2615e+05,5.3007e+05,5.4077e+05,5.4624e+05,5.538e+05,5.5915e+05,5.7359e+05,5.7828e+05,5.907e+05,5.973e+05,6.1236e+05,6.1725e+05,6.2312e+05,6.2866e+05,6.3735e+05,6.4645e+05,6.5145e+05,6.5807e+05,6.6359e+05,6.6844e+05,6.747e+05,6.8015e+05,6.8612e+05,6.9093e+05,6.9649e+05,7.0113e+05,7.0504e+05,7.1155e+05,7.1469e+05,7.2034e+05,7.2507e+05,7.2969e+05,7.3432e+05,7.3786e+05,7.3997e+05,7.4335e+05,7.4626e+05,7.4992e+05,7.5386e+05,7.5788e+05,7.6067e+05,7.6408e+05,7.6712e+05,7.7023e+05,7.7393e+05,7.7838e+05,7.822e+05,7.8505e+05,7.8898e+05,7.9194e+05,7.953e+05,7.9838e+05,8.0252e+05,8.063e+05,8.0874e+05,8.1156e+05,8.145e+05,8.1794e+05,8.2103e+05,8.2483e+05,8.2833e+05,8.3153e+05,8.3432e+05,8.37e+05,8.4072e+05,8.4405e+05,8.4785e+05,8.5118e+05,8.5396e+05,8.5669e+05,8.6007e+05,8.6397e+05,8.6691e+05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8,12,17,34,49,78,103,136,161,183,215,277,363,474,594,722,911,1086,1428,1736,2059,2306,2625,2964,3340,3726,4171,4563,4948,5181,5427,5653,6200,6511,6891,7305,7694,7948,8278,8673,9045,9438,9727,10109,10470,10887,11273,12250,12962,13435,13873,14309,14750,15276,15784,16217,16626,16909,17358,17823,18360,18817,19365,19692,19868,20146,20464,20827,21220,21621,21926,22191,22471,22786,23179,23475,23949,24159,24238,24533,24735,25087,25562,26049,26329,26523,26734,27006,27304,27558,27790,27942,28121,28285,28436,28585,28760,28955,29067,29235,29378,29607,29837,30123,30284,30474,30639,30827,31088,31412,31729,31955,32239,32442,32646,32960,33283,33543,33796,33995,34187,34594,35045,35453,36119,36519,36841,37164,37614,38082,38653,39271,39715,40068,40492,40985,41624,42239,42906,43714,44261,44490,45239,45721,46129,46729,47187,47647,47888,48314,48907,49355,49812,50243,50579,50957,51359,51674,52137,52456,52756,53094,53288,53549,53819,54148,54148,54801,55060,55258,55717,55910,56260,56690,56957,57140,57341,57692,57935,58202,58202,58899,59184,59396,59583,59820,60084,60392,60806,61221,61595,62004,62590,63041,63646,64252,64750,65291,65942,66548,67093,67801,68376,68944,69347,69880,70390,71071,71747,72403,72922,73376,74026,74752,75615,76445,77467,78285,78860,79904,80595,81722
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,11,23,24,41,68,96,159,192,192,326,413,616,873,1009,1288,1521,1986,2561,3117,3538,3803,4887,5245,5643,6866,7738,7738,9732,10479,11444,11969,13298,13902,14666,15797,16717,17453,17862,19707,20248,22347,22971,23797,24432,25112,25833,26148,26602,27514,28564,29076,29076,29756,30398,30753,31534,32162,32718,33284,33494,34052,34568,35173,35784,36399,37106,37794,38104,38688,38872,39292,39668,40109,40508,40932,40917,41184,41382,41641,41817,42352,42586,42699,42842,43055,43402,43548,43664,43749,43910,44020,44236,44531,44623,44768,44880,44958,44968,44990,45140,45176,45198,45312,45325,45399,45461,45607,45698,45756,45904,45960,46034,46101,46101,46101,46352,46406,46482,46579,46655,46655,46655,46874,46892,46997,47108,47242,47242,47242,47403,47443,47568,47577,48118,48118,48118,48315,48403,48864,48985,49117,49117,49117,49350,49394,49503,49521,49594,49594,49594,49829,49939,49958,50031,50142,50142,50142,50505,50493,50547,50665,50751,50751,50751,51231,51260,51435,51565,51706,51706,51706,52078,52199,52298,52399,52552,52552,52552,52552,52957,53043,53265,53482,53482,53482,54027,54153,54282,54496,54628,54628,54628,55100,55226,55374,55524,55629,55629,55629,56162,56339,56553,56738,57272,57272,57272,58064,58169,58285,58651,58930,58930,58930,60220,60521,60678,60835
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,6,8,16,19,30,39,45,56,68,104,119,130,163,214,232,264,319,368,393,450,593,673,783,928,1116,1209,1317,1466,1625,1758,1915,1997,2053,2295,2508,2508,2714,2901,3172,3305,3438,3573,4025,4151,4543,4629,4709,4894,5016,5185,5264,5346,5742,5909,6083,6250,6250,6525,6705,6916,7178,7330,7501,7618,7818,7987,8146,8340,8476,8476,8752,8910,9008,9042,9118,9185,9370,9447,9550,9632,9659,9693,9724,9833,9927,9961,10008,10042,10093,10157,10214,10250,10326,10387,10430,10485,10594,10662,10755,10803,10830,10870,10959,10994,11065,11196,11340,11436,11468,11678,11854,11923,12047,12202,12316,12361,12429,12548,12637,12700,12773,12855,12933,12993,13203,13287,13374,13471,13588,13631,13761,14018,13993,14103,14214,14284,14399,14477,14569,14656,14723,14826,14905,15058,15125,15201,15259,15332,15385,15449,15509,15709,16080,16137,16190,16273,16329,16379,16451,16501,16556,16622,16667,16685,16710,16701,16804,17071,17064,17144,17246,17259,17361,17458,17589,17709,17796,17853,17853,18005,18098,18262,18384,18467,18644,18756,18839,18889,18973,19086,19187,19279,19348,19459,19598,19667,19771,19896,20040,20122,20296,20847,21035,21153,21273,21376,21460,21592,21737,21907,22039,22198,22303,22374,22469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,7,10,13,15,24,30,50,76,100,101,190,306,432,564,763,1004,1227,1412,1682,2357,2899,3762,4245,5472,6740,6955,9007,10267,11536,12349,13323,14543,15454,16361,17528,18491,19891,21015,21623,22506,23338,24753,25487,26308,27053,27860,28299,29638,30521,30827,31520,32126,32836,33181,33678,34716,35451,36066,36885,37427,37990,38816,39187,39989,40584,40970,41911,42390,43198,44124,44798,45575,46429,46930,47457,48656,49427,50101,50841,51701,52205,52583,53234,54443,55367,56106,56772,57381,58696,60109,61409,62675,63854,64820,65915,67286,68982,70884,73461,75476,77235,80015,82624,85831,89652,93701,97195,1.0012e+05,1.0341e+05,1.0891e+05,1.1392e+05,1.2286e+05,1.3244e+05,1.4097e+05,1.4623e+05,1.5232e+05,1.5889e+05,1.6899e+05,1.7848e+05,1.8993e+05,1.9999e+05,2.0633e+05,2.1366e+05,2.2365e+05,2.3258e+05,2.44e+05,2.5436e+05,2.6965e+05,2.8224e+05,2.9143e+05,3.016e+05,3.1555e+05,3.2701e+05,3.3732e+05,3.4975e+05,3.6008e+05,3.695e+05,3.7925e+05,3.8948e+05,4.0191e+05,4.141e+05,4.2342e+05,4.3231e+05,4.4152e+05,4.5095e+05,4.6089e+05,4.6989e+05,4.7947e+05,4.8654e+05,4.9129e+05,4.9665e+05,5.0202e+05,5.0964e+05,5.1727e+05,5.2574e+05,5.3194e+05,5.3609e+05,5.4192e+05,5.5001e+05,5.5624e+05,5.6238e+05,5.6872e+05,5.7249e+05,5.7516e+05,5.79e+05,5.8309e+05,5.8764e+05,5.9232e+05,5.9662e+05,5.996e+05,6.0185e+05,6.0451e+05,6.0773e+05,6.11e+05,6.1481e+05,6.18e+05,6.2058e+05,6.2247e+05,6.3003e+05,6.3243e+05,6.3599e+05,6.3919e+05,6.4284e+05,6.454e+05,6.4724e+05,6.4906e+05,6.5123e+05,6.5369e+05,6.5734e+05,6.6052e+05,6.6295e+05,6.6468e+05,6.678e+05,6.7015e+05,6.7341e+05,6.7661e+05,6.8018e+05,6.827e+05,6.8438e+05,6.8685e+05,6.8944e+05,6.9197e+05,6.9482e+05,6.9761e+05,6.9949e+05,7.0023e+05,7.0349e+05,7.0543e+05,7.0806e+05,7.1072e+05,7.135e+05,7.1537e+05,7.1678e+05,7.1903e+05,7.2161e+05,7.2491e+05,7.2781e+05,7.2781e+05,7.3338e+05,7.3491e+05,7.3763e+05,7.4051e+05,7.4385e+05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,5,10,17,23,31,42,73,99,121,146,197,287,483,553,619,769,1022,1243,1520,1993,2358,2641,2797,3900,4610,5320,5801,6125,6611,7275,8767,9837,10498,11410,12081,12368,13224,14479,14883,15557,17078,17550,18180,19279,19752,21072,21741,22353,23082,23345,24159,24778,25626,26111,27330,28169,28503,29284,29825,30568,31439,32001,32406,33397,33819,34736,35236,35786,36577,37017,37383,38086,38654,39595,40456,41278,42038,42693,43190,43770,44429,45058,45672,46121,46852,47680,47984,48668,49631,50390,51126,51663,52257,53006,53733,54718,55527,56548,57425,58154,58813,59761,60642,61731,63527,64416,65640,67519,69087,70800,72699,74685,76907,79112,80976,83925,87390,90169,92995,95189,96733,1.0013e+05,1.0355e+05,1.0638e+05,1.1087e+05,1.1405e+05,1.1658e+05,1.2022e+05,1.2361e+05,1.2748e+05,1.3092e+05,1.3482e+05,1.3951e+05,1.4276e+05,1.4521e+05,1.4861e+05,1.5192e+05,1.5622e+05,1.6103e+05,1.6479e+05,1.6756e+05,1.7044e+05,1.7465e+05,1.7792e+05,1.8187e+05,1.8593e+05,1.8959e+05,1.9275e+05,1.9501e+05,1.9752e+05,2.0128e+05,2.0446e+05,2.0856e+05,2.1298e+05,2.1615e+05,2.1858e+05,2.2214e+05,2.257e+05,2.2821e+05,2.3143e+05,2.347e+05,2.3656e+05,2.3839e+05,2.412e+05,2.4351e+05,2.4626e+05,2.4915e+05,2.5174e+05,2.5347e+05,2.5577e+05,2.5787e+05,2.601e+05,2.6258e+05,2.6488e+05,2.6726e+05,2.6848e+05,2.6997e+05,2.7219e+05,2.741e+05,2.7678e+05,2.7884e+05,2.8104e+05,2.8269e+05,2.8329e+05,2.8484e+05,2.8678e+05,2.8861e+05,2.9027e+05,2.9239e+05,2.938e+05,2.9482e+05,2.9648e+05,2.9854e+05,3.0039e+05,3.0234e+05,3.045e+05,3.0563e+05,3.0682e+05,3.0777e+05,3.0964e+05,3.1117e+05,3.1199e+05,3.1334e+05,3.1416e+05,3.1475e+05,3.1577e+05,3.1749e+05,3.1882e+05,3.201e+05,3.2162e+05,3.2238e+05,3.2317e+05,3.241e+05,3.2558e+05,3.2684e+05,3.2847e+05,3.297e+05,3.3084e+05,3.3174e+05,3.3273e+05,3.3402e+05,3.3566e+05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,2,4,6,8,10,15,15,36,36,53,56,70,70,87,100,145,145,167,191,209,238,308,343,364,378,403,403,439,439,461,496,501,508,523,529,536,574,580,584,586,592,596,601,605,606,607,609,613,618,619,620,620,621,625,626,629,629,631,632,634,635,638,637,638,639,640,640,641,643,647,642,643,643,643,643,644,647,649,651,652,652,653,653,655,664,673,675,676,682,685,692,706,723,728,736,736,744,762,789,789,814,816,819,835,851,866,872,899,900,916,926,946,975,999,1023,1030,1071,1094,1130,1158,1200,1220,1243,1264,1292,1308,1334,1351,1378,1393,1418,1435,1490,1549,1620,1683,1711,1757,1865,1989,2111,2197,2242,2448,2591,2763,2914,3115,3346,3498,3638,3756,3958,4312,4543,4825,5042,5215,5349,5609,5844,6072,6356,6600,6769,6984,7260,7566,7830,8139,8339,8472,8653,8991,9202,9473,9693,9855,9959,10025,10123,10292,10459,10588,10700,10779,10844,10946,11105,11217,11326,11403,11459,11522,11689,11779,11891,12018,12116,12203,12290,12410,12515,12601,12734,12804,12854,12937,13045,13146,13300,13371,13472,13514,13575,13674,13764
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,8,9,23,36,42,42,68,81,91,146,205,234,281,340,515,566,776,890,1021,1077,1100,1169,1209,1231,1353,1395,1406,1425,1463,1472,1586,1608,1654,1667,1671,1735,1765,1835,1868,1886,1896,1896,1951,1951,1983,2014,2060,2060,2105,2126,2157,2177,2177,2204,2229,2258,2285,2285,2338,2338,2396,2396,2425,2425,2474,2474,2561,2561,2592,2592,2592,2665,2734,2734,2765,2801,2801,2890,2890,2946,3065,3093,3093,3143,3175,3211,3211,3303,3303,3344,3344,3405,3562,3665,3787,3920,3922,4167,4165,4306,4768,4768,5224,5224,5652,6015,6263,6485,6881,7256,7615,7934,8419,8845,9300,9799,10375,10772,11273,11588,12314,12996,13609,14157,14727,15119,15671,16163,16578,17103,17664,18012,18525,19049,19497,20061,20533,20921,20921,21479,22042,22512,23201,23724,24294,24470,24895,25382,25917,26405,26942,27241,27418,27696,28077,28435,28857,29111,29405,29589,29800,30207,30508,30850,31109,31400,31587,31803,32069,32376,32634,32900,33181,33371,33445,33685,33989,34302,34633,34850,34961,35212,35489,35772,36165,36631,36919,37158,37565,38005,38394,38878,39401,39937,40140,40562,41069,41680,42187,42855,43316,43578,44035,44690,45361,46031,46691,47300,47665,48258,48839,49482,50196
